_id,head,normalized_head
4465,bilágquŋ,bilag-ung
4466,bilakáq,bilaka
4467,bilakáq,bilaka
4468,bílaŋ,bilang
4469,bilaŋbílaŋ,bilangbilang
4470,biláŋgaq,bilangga
4471,biláŋguq,bilanggu
4472,biniláŋguq,binilanggu
4473,bilaŋguqán,bilangguan
4474,bilaŋgutánan,bilanggutanan
4475,biláŋkad,bilangkad
4476,biláŋkat,bilangkat
4477,bilaŋkádra,bilangkadra
4478,bilaŋkátra,bilangkatra
4479,bilár,bilar
4480,bilás,bilas
4481,bílas,bilas
4482,bilásun,bilasun
4483,bilát,bilat
4485,qinahán,inahan
4486,bilatbilát,bilatbilat
4487,bilátra,bilatra
4488,bilaqúg,bilaug
4489,biláy,bilay
4490,bílay,bilay
4491,bilaybílay,bilaybilay
4492,bilbátum,bilbatum
4493,bílbaw,bilbaw
4494,bílbig,bilbig
4495,bilbikí,bilbiki
4496,bílbil,bilbil
4497,bilbilún,bilbilun
4498,bíldiŋ,bilding
4499,bíldu,bildu
4500,bildúra,bildura
4501,bíldyun,bildyun
4502,bílgas,bilgas
4503,bílhad,bilhad
4504,bilí,bili
4506,bilílhun,bililhun
4507,bilíb,bilib
4508,pabilíb,pabilib
4509,bilíbid,bilibid
4510,bilíbid,bilibid
4511,pabilíbid,pabilibid
4512,bilíbud,bilibud
4513,bilíbul,bilibul
4514,bilígyaq,biligya
4515,bílik,bilik
4516,bílikan,bilikan
4517,bilíkis,bilikis
4518,bilín,bilin
4519,bílin,bilin
4521,súlti,sulti
4522,pabílin,pabilin
4523,hibilín,hibilin
4524,habilín,habilin
4526,pamilinbílin,pamilinbilin
4527,kabílin,kabilin
4528,binlunún,binlunun
4529,bílqis,bil-is
4530,biliyún,biliyun
4531,biniliyún,biniliyun
4532,bíltqin,bilt-in
4533,biltubíl,biltubil
4534,bílu,bilu
4535,bilúg,bilug
4536,bílug,bilug
4537,biluŋbilúŋ,bilungbilung
4538,bílus,bilus
4540,bílwa,bilwa
4541,bílya,bilya
4542,bílya,bilya
4543,bílya,bilya
4544,bilyáka,bilyaka
4545,bilyáku,bilyaku
4546,binilyaká,binilyaka
4547,bilyanú,bilyanu
4548,bílyar,bilyar
4549,bilyíti,bilyiti
4550,bílyu,bilyu
4551,bilyuhán,bilyuhan
4552,bilyuhánan,bilyuhanan
4553,bílyun,bilyun
4554,bulubílyun,bulubilyun
4555,binílyun,binilyun
4556,bilyunáryu,bilyunaryu
4557,bimúl,bimul
4558,binág,binag
4559,binágri,binagri
4560,binagsáqan,binagsaan
4561,binakháwan,binakhawan
4562,binalatúŋ,binalatung
4563,bináŋkal,binangkal
4564,bináw,binaw
4565,bindáhi,bindahi
4566,bínday,binday
4567,bindisiyún,bindisiyun
4568,bindíta,bindita
4571,binditahánan,binditahanan
4572,bindítadu,binditadu
4573,bindítu,binditu
4574,biŋá,binga
4575,biŋáq,binga
4576,biŋág,bingag
4577,biŋál,bingal
4578,bíŋat,bingat
4579,biŋáw,bingaw
4580,bíŋbiŋ,bingbing
4581,bíŋga,bingga
4582,biŋgadúra,binggadura
4583,biŋgála,binggala
4584,biŋgánsa,binggansa
4585,bíŋgar,binggar
4586,bíŋgu,binggu
4587,biŋít,bingit
4588,bíŋka,bingka
4589,bíŋkas,bingkas
4590,bíŋkil,bingkil
4591,kabiŋkilán,kabingkilan
4592,bíŋkuŋ,bingkung
4593,pamiŋkuŋán,pamingkungan
4594,bíŋwit,bingwit
4595,bíŋwit,bingwit
4596,binhamín,binhamin
4597,bínhiq,binhi
4598,bínhud,binhud
4599,binibúy,binibuy
4600,binígnit,binignit
4601,binipísyu,binipisyu
4602,bínit,binit
4603,bínlad,binlad
4604,binlaŋán,binlangan
4605,bínlud,binlud
4606,binrúbyum,binrubyum
4607,bínsul,binsul
4608,bínta,binta
4609,bínta,binta
4610,bínta,binta
4611,bintáhaq,bintaha
4613,bintaháq,bintaha
4614,pamintáhaq,pamintaha
4615,bintahadúr,bintahadur
4616,bintahúsu,bintahusu
4617,bintánaq,bintana
4618,pamintánaq,pamintana
4619,bíntaŋ,bintang
4620,bíntaŋ,bintang
4621,bintanílya,bintanilya
4622,bintarúg,bintarug
4623,bínti,binti
4624,bíntiq,binti
4625,bíntiq,binti
4626,bintiladúr,bintiladur
4627,bintilásyun,bintilasyun
4628,bíntul,bintul
4629,bintuláwu,bintulawu
4630,bíntus,bintus
4631,bintúsaq,bintusa
4632,bínu,binu
4634,bínug,binug
4635,bínugun,binugun
4636,binulábid,binulabid
4637,binúŋa,binunga
4638,bínyal,binyal
4640,bipíqay,bipiay
4641,bipqístik,bip-istik
4642,bir,bir
4643,bir,bir
4644,birá,bira
4647,birabíra,birabira
4648,biráda,birada
4649,birá,bira
4650,biradúr,biradur
4651,biránda,biranda
4652,biránu,biranu
4653,bírbal,birbal
4654,birbikí,birbiki
4655,birbína,birbina
4656,bírbu,birbu
4657,birdadíru,birdadiru
4658,bírdi,birdi
4661,bírdsqay,birds-ay
4663,birdúgu,birdugu
4664,birgansúsa,birgansusa
4665,bírgat,birgat
4666,birgatínya,birgatinya
4668,bírha,birha
4669,bírhin,birhin
4670,biribikí,biribiki
4671,biribirí,biribiri
4672,biribíri,biribiri
4673,bírig,birig
4674,bírigay,birigay
4675,birigbírig,birigbirig
4676,birikíŋ,biriking
4677,bíriŋ,biring
4678,birisbirís,birisbiris
4679,birlína,birlina
4680,birmúda,birmuda
4681,birmúda,birmuda
4682,birnakulár,birnakular
4683,birnakyulár,birnakyular
4684,bírnis,birnis
4685,birnisbírnis,birnisbirnis
4689,birsikulú,birsikulu
4690,birsiyún,birsiyun
4691,bírsu,birsu
4692,bírsu,birsu
4693,bírsus,birsus
4694,bírta,birta
4695,bírtdi,birtdi
4696,pamírtdi,pamirtdi
4699,birtíbra,birtibra
4700,birtikál,birtikal
4701,birtkúntrul,birtkuntrul
4702,bírtud,birtud
4703,birtúsu,birtusu
4704,bíruq,biru
4705,bíruk,biruk
4706,bírukun,birukun
4707,bíruk,biruk
4708,bírukun,birukun
4709,bís,bis
4710,bísa,bisa
4711,bisagák,bisagak
4712,biságra,bisagra
4713,bisán,bisan
4714,bísan,bisan
4718,kun,kun
4719,bísap,bisap
4720,bisayáq,bisaya
4721,binisayáq,binisaya
4722,bisayísta,bisayista
4723,kabisáyqan,kabisay-an
4724,bísbis,bisbis
4725,bísbul,bisbul
4726,bisbulísta,bisbulista
4727,bísguq,bisgu
4728,bísi,bisi
4729,bísi,bisi
4730,bisíbis,bisibis
4731,pamisíbis,pamisibis
4732,bisiklíta,bisiklita
4736,bísis,bisis
4737,bisíta,bisita
4739,bískuq,bisku
4740,biskúndi,biskundi
4741,biskútsu,biskutsu
4742,bískwit,biskwit
4743,bísnis,bisnis
4746,bispirás,bispiras
4747,bísta,bista
4748,bísta,bista
4749,bísti,bisti
4750,bistída,bistida
4751,bistídu,bistidu
4752,bistidahún,bistidahun
4753,bístig,bistig
4754,bistipúl,bistipul
4755,bístu,bistu
4758,bísug,bisug
4759,pakigbísug,pakigbisug
4760,paŋinbísug,panginbisug
4761,paŋimbísug,pangimbisug
4762,bisukút,bisukut
4763,bisúl,bisul
4764,bisúŋ,bisung
4765,himísuŋ,himisung
4766,bísyu,bisyu
4768,bisyúsa,bisyusa
4769,bisyúsu,bisyusu
4770,bítad,bitad
4772,pamítad,pamitad
4773,bitakí,bitaki
4774,bitamín,bitamin
4775,bitamína,bitamina
4776,bitánqag,bitan-ag
4777,bitáŋ,bitang
4778,bítas,bitas
4779,bitás,bitas
4780,bitaqúg,bitaug
4781,bítaw,bitaw
4782,bítaqw,bitaw
4783,bítay,bitay
4784,bitáy,bitay
4785,bitaybítay,bitaybitay
4786,bitayán,bitayan
4787,mamamitayán,mamamitayan
4788,pamítay,pamitay
4790,qiríŋ,iring
4791,bitayúnun,bitayunun
4792,bítayun,bitayun
4793,kulumbítay,kulumbitay
4794,bítbit,bitbit
4795,bitíq,biti
4796,bitíqis,bitiis
4797,bitík,bitik
4800,bitikbitík,bitikbitik
4801,bitín,bitin
4802,bitinán,bitinan
4803,bítin,bitin
4804,bitiránu,bitiranu
4805,bitirináryu,bitirinaryu
4806,bítliq,bitli
4807,pamítliq,pamitli
4808,bítlig,bitlig
4809,bits,bits
4810,bits,bits
4811,bitsikúrnu,bitsikurnu
4812,bítsin,bitsin
4813,bitsubítsu,bitsubitsu
4814,bitsukúy,bitsukuy
4815,bitsúylas,bitsuylas
4816,bítu,bitu
4817,bitudbitúd,bitudbitud
4818,bitugúl,bitugul
4819,bítuk,bituk
4820,bítukun,bitukun
4821,bitukbítuk,bitukbituk
4822,bitukbitúk,bitukbituk
4823,bitulbitúl,bitulbitul
4824,bítuls,bituls
4825,pabítuls,pabituls
4826,bitún,bitun
4827,bitút,bitut
4828,bitúqun,bituun
4830,bituqún,bituun
4831,pamitúqun,pamituun
4832,bíqu,biu
4833,biqúhun,biuhun
4834,biqúquŋ,biuung
4835,bíyaq,biya
4836,biyáq,biya
4837,pabíyaq,pabiya
4838,bumibiyáq,bumibiya
4839,biyáw,biyaw
4840,biyín,biyin
4842,bíyu,biyu
4843,blag,blag
4844,blakqanwayít,blak-anwayit
4845,blakqáwut,blak-awut
4846,blákqay,blak-ay
4847,blákbins,blakbins
4848,blákbur,blakbur
4849,blákburd,blakburd
4850,blakbútiŋ,blakbuting
4851,blákdyak,blakdyak
4852,blákhart,blakhart
4853,blákiŋ,blaking
4854,blakmárkit,blakmarkit
4855,blákmil,blakmil
4856,blakmíliŋ,blakmiling
4858,blakrámi,blakrami
4859,bláktin,blaktin
4860,bláŋku,blangku
4861,blap,blap
4862,blátir,blatir
4863,bláwus,blawus
4864,blid,blid
4865,blídiŋ,bliding
4866,blíd,blid
4867,blits,blits
4868,blú,blu
4869,bluqáwut,bluawut
4870,blúbuk,blubuk
4871,blúki,bluki
4872,blúmir,blumir
4873,blúsa,blusa
4874,blúsil,blusil
4875,blúwir,bluwir
4876,bra,bra
4877,brad,brad
4878,brádir,bradir
4879,brándi,brandi
4880,brandílya,brandilya
4881,brandílyas,brandilyas
4882,bras,bras
4883,brás,bras
4884,brása,brasa
4885,brásas,brasas
4886,brásu,brasu
4887,brasúhun,brasuhun
4888,brásus,brasus
4890,bráwun,brawun
4892,brayít,brayit
4893,bríd,brid
4894,brid,brid
4896,brids,brids
4897,brik,brik
4898,brík,brik
4899,brík,brik
4900,brík,brik
4901,brík,brik
4902,brík,brik
4903,brikdáwun,brikdawun
4905,brilyánti,brilyanti
4906,brilyántin,brilyantin
4907,brílyu,brilyu
4908,brínda,brinda
4909,briŋhawús,bringhawus
4910,bríp,brip
4911,bris,bris
4912,brís,bris
4913,brískas,briskas
4914,bríslit,brislit
4915,brítsis,britsis
4916,brúdkas,brudkas
4917,brúdklut,brudklut
4918,brúnda,brunda
4919,bruŋkítis,brungkitis
4920,bruŋkuráb,brungkurab
4921,brúnsi,brunsi
4924,brútsa,brutsa
4925,pambrútsa,pambrutsa
4926,brútu,brutu
4927,brúwa,bruwa
4928,brúwas,bruwas
4929,bú,bu
4930,bú,bu
4931,buqád,buad
4932,pabuqadbúqad,pabuadbuad
4933,buqágas,buagas
4934,buqágsa,buagsa
4935,buqágsaq,buagsa
4936,buqágya,buagya
4937,tibuqágya,tibuagya
4938,buqák,buak
4940,búqak,buak
4941,tiŋbúqak,tingbuak
4942,pabuqák,pabuak
4943,búqaŋ,buang
4944,buqáŋ,buang
4945,buqaŋbuqáŋ,buangbuang
4946,pabuqaŋbúqaŋ,pabuangbuang
4947,pakabúqaŋ,pakabuang
4948,binúqaŋ,binuang
4949,kabúqaŋ,kabuang
4950,kinabúqaŋ,kinabuang
4951,kinabuqáŋ,kinabuang
4952,buqaŋún,buangun
4953,buqáw,buaw
4954,búqaw,buaw
4955,buqáya,buaya
4956,pamuqáya,pamuaya
4957,buqayáhun,buayahun
4958,búba,buba
4959,búbhu,bubhu
4960,pamúbhu,pamubhu
4961,bubhuqán,bubhuan
4962,búbu,bubu
4963,búbu,bubu
4964,búbuq,bubu
4965,búqbuq,bubu
4966,pamúqbuq,pamubu
4967,buqbuqanáy,bubuanay
4968,buqbuqáy,bubuay
4969,buqbuqanán,bubuanan
4970,búbud,bubud
4971,bubún,bubun
4972,bubúŋ,bubung
4973,bubuŋán,bubungan
4974,búd,bud
4975,búd,bud
4976,búda,buda
4979,budabíl,budabil
4980,budabiláy,budabilay
4982,pláta,plata
4983,búdbud,budbud
4984,budburán,budburan
4985,budburún,budburun
4986,búdhiq,budhi
4987,mabudhiqún,mabudhiun
4988,búdhiq,budhi
4989,budídiŋ,budiding
4990,budíga,budiga
4991,budigíru,budigiru
4992,budígus,budigus
4993,búdlat,budlat
4994,budlatán,budlatan
4995,budlatún,budlatun
4996,búdlay,budlay
4997,kabúdlay,kabudlay
4998,binudlayán,binudlayan
4999,kinabudlayán,kinabudlayan
5000,himúdlay,himudlay
5001,hamúdlay,hamudlay
5002,tiŋhimúdlay,tinghimudlay
5003,búdlis,budlis
5004,budlisán,budlisan
5005,budlísiw,budlisiw
5006,búdluŋ,budlung
5007,búdluŋ,budlung
5008,búdlut,budlut
5009,búdluy,budluy
5010,búdu,budu
5011,búdyas,budyas
5012,búdyuŋ,budyung
5018,búg,bug
5019,bugá,buga
5020,búgaq,buga
5021,bugagúy,bugaguy
5022,bugáqis,bugais
5023,bugál,bugal
5024,bugalún,bugalun
5025,bugalbugál,bugalbugal
5026,bugalbúgal,bugalbugal
5027,mabugalún,mabugalun
5028,búgan,bugan
5029,bugán,bugan
5030,bugáŋ,bugang
5031,binugáŋ,binugang
5032,bugarák,bugarak
5033,bugarút,bugarut
5034,bugás,bugas
5037,bugásan,bugasan
5038,bugasánan,bugasanan
5039,bugasíru,bugasiru
5040,pamugás,pamugas
5041,bugasún,bugasun
5042,búgqat,bug-at
5050,buqút,buut
5051,dúghan,dughan
5052,dugúq,dugu
5053,nawúŋ,nawung
5054,pamúgqat,pamug-at
5055,paŋhimúgqat,panghimug-at
5056,pahimúgqat,pahimug-at
5057,pabúgqat,pabug-at
5058,kabugqatún,kabug-atun
5059,gibugqatún,gibug-atun
5060,bugqátan,bug-atan
5061,bugáqud,bugaud
5062,bugáquŋ,bugaung
5063,bugáquŋun,bugaungun
5064,búgaw,bugaw
5065,bugáw,bugaw
5066,kabúgaw,kabugaw
5067,bugawísan,bugawisan
5068,bugáy,bugay
5069,bugáy,bugay
5070,búgbug,bugbug
5071,búgdu,bugdu
5072,búghaq,bugha
5073,búghat,bughat
5074,pamúghat,pamughat
5075,himúghat,himughat
5076,talimúghat,talimughat
5077,búghaw,bughaw
5078,bughuqán,bughuan
5079,búgi,bugi
5080,bugíq,bugi
5081,bugimbílya,bugimbilya
5082,buginbílya,buginbilya
5083,bugíŋ,buging
5084,bugírit,bugirit
5085,búgkas,bugkas
5086,búgkus,bugkus
5087,binúgkus,binugkus
5088,búgkus,bugkus
5089,búgkut,bugkut
5090,búgnaq,bugna
5091,himúgnaq,himugna
5092,búgnaq,bugna
5093,búgnaw,bugnaw
5096,pabúgnaw,pabugnaw
5097,pabugnawán,pabugnawan
5098,pabugnawanán,pabugnawanan
5099,pamúgnaw,pamugnaw
5100,mabugnawún,mabugnawun
5101,búgnay,bugnay
5102,búgnuq,bugnu
5103,mamumúgnuq,mamumugnu
5104,bugnúsun,bugnusun
5105,búgnut,bugnut
5106,búgsay,bugsay
5107,bugsáyan,bugsayan
5108,mamumúgsay,mamumugsay
5109,mamulúgsay,mamulugsay
5110,búgsuq,bugsu
5111,búgsuq,bugsu
5112,himúgsuq,himugsu
5113,búgsuk,bugsuk
5114,pabúgsuk,pabugsuk
5115,talibúgsuk,talibugsuk
5116,tabúgsuk,tabugsuk
5117,bugtaqí,bugtai
5118,búgtak,bugtak
5119,bugtakún,bugtakun
5120,búgtas,bugtas
5121,búgtaw,bugtaw
5122,búgtaw,bugtaw
5123,búgtaw,bugtaw
5124,búgtaw,bugtaw
5125,búgtiq,bugti
5126,búgtik,bugtik
5127,búgtuq,bugtu
5130,búgtuk,bugtuk
5131,búgtuŋ,bugtung
5133,binúgtuŋ,binugtung
5134,bugtuŋán,bugtungan
5135,búgtus,bugtus
5136,bugú,bugu
5137,búguq,bugu
5138,búguq,bugu
5139,bugúk,buguk
5140,binugúk,binuguk
5141,bugúk,buguk
5142,binugúk,binuguk
5143,bugúk,buguk
5144,búguk,buguk
5145,búguk,buguk
5146,bugúl,bugul
5147,búgul,bugul
5148,kabúgul,kabugul
5149,bugún,bugun
5150,bugunán,bugunan
5151,bugúŋ,bugung
5152,búgqus,bug-us
5153,kabúgqus,kabug-us
5154,kabugqúsan,kabug-usan
5155,búgqus,bug-us
5156,bugúy,buguy
5157,binugúy,binuguy
5158,búgwad,bugwad
5159,búgwak,bugwak
5160,búgwal,bugwal
5161,búgway,bugway
5162,búgyas,bugyas
5163,búgyuŋ,bugyung
5164,búha,buha
5165,buhágay,buhagay
5166,buhaháq,buhaha
5167,buháqhaq,buhaha
5168,buhákhak,buhakhak
5169,buhálhal,buhalhal
5170,buhálhal,buhalhal
5171,buháŋ,buhang
5172,buháŋhaŋ,buhanghang
5173,búhat,buhat
5177,buhatbuhát,buhatbuhat
5178,mabuhatbuhatún,mabuhatbuhatun
5179,pamuhatbúhat,pamuhatbuhat
5180,buhatán,buhatan
5181,gimbuhatún,gimbuhatun
5182,binúhat,binuhat
5183,binuhátan,binuhatan
5184,buluhátun,buluhatun
5185,buluhatún,buluhatun
5186,magbubáhat,magbubahat
5187,magbubuhát,magbubuhat
5188,mamumuhát,mamumuhat
5189,maŋgibuhatún,manggibuhatun
5190,maŋgimbuhatún,manggimbuhatun
5191,pamúhat,pamuhat
5192,pinabúhat,pinabuhat
5193,talibúhat,talibuhat
5194,bumubuhát,bumubuhat
5195,búhat,buhat
5196,buháwi,buhawi
5197,buháwiq,buhawi
5198,búhay,buhay
5199,búhiq,buhi
5204,buhíq,buhi
5205,binuhíq,binuhi
5206,buhiqbúhiq,buhibuhi
5207,pabúhiq,pabuhi
5209,pakabúhiq,pakabuhi
5210,panimúhiq,panimuhi
5211,kabúhiq,kabuhi
5212,paŋabúhiq,pangabuhi
5213,paŋinabúhiq,panginabuhi
5214,kagibúhiq,kagibuhi
5215,kinabúhiq,kinabuhi
5216,maŋgibúhiqan,manggibuhian
5217,maŋgibúhiqun,manggibuhiun
5218,mamumuhíq,mamumuhi
5219,mamumúhiq,mamumuhi
5220,bulúhiq,buluhi
5221,pamuhíq,pamuhi
5222,búhiq,buhi
5223,buhíq,buhi
5224,panimúhiq,panimuhi
5225,binuhíqan,binuhian
5226,binuhiqán,binuhian
5227,binúyqan,binuy-an
5228,mamumuhíq,mamumuhi
5229,pamúhiq,pamuhi
5230,tiŋpamúhiq,tingpamuhi
5231,buhiláman,buhilaman
5232,buhímyu,buhimyu
5233,buhís,buhis
5234,buluhísan,buluhisan
5235,buluhisán,buluhisan
5236,magbubúhis,magbubuhis
5237,pamuhís,pamuhis
5238,buhíyas,buhiyas
5239,buhúq,buhu
5240,buhúq,buhu
5241,búhuq,buhu
5242,binúqhan,binuhan
5243,binuhúqan,binuhuan
5244,buhúk,buhuk
5245,buhukbúhuk,buhukbuhuk
5246,buhukán,buhukan
5247,buhúkan,buhukan
5248,Buhúl,buhul
5249,Bulqánun,bul-anun
5250,buhunbúhun,buhunbuhun
5251,kabuhunbúhun,kabuhunbuhun
5252,buhúŋ,buhung
5253,kabuhúŋ,kabuhung
5254,buhús,buhus
5255,búhus,buhus
5256,búhut,buhut
5257,buká,buka
5259,búka,buka
5262,bukabuláryu,bukabularyu
5263,bukabyírta,bukabyirta
5264,bukabyírtu,bukabyirtu
5265,bukád,bukad
5268,búkad,bukad
5269,búkad,bukad
5270,bukádu,bukadu
5271,bukág,bukag
5272,magbubukág,magbubukag
5273,búkag,bukag
5274,bukagáy,bukagay
5275,bukághay,bukaghay
5276,bukagáyun,bukagayun
5277,bukagháyun,bukaghayun
5278,bukágkag,bukagkag
5279,bukáqkaq,bukaka
5280,bukál,bukal
5281,búkal,bukal
5284,binúkal,binukal
5285,pinabúkal,pinabukal
5286,búkal,bukal
5287,bukána,bukana
5288,bukarílyu,bukarilyu
5289,bukás,bukas
5291,bukás,bukas
5292,búkas,bukas
5293,bukásyun,bukasyun
5294,bukasyunál,bukasyunal
5295,bukatút,bukatut
5296,bukatút,bukatut
5297,búkaw,bukaw
5298,búkaw,bukaw
5299,bukawbukáw,bukawbukaw
5300,bukáwi,bukawi
5301,búkay,bukay
5302,bukáyuq,bukayu
5303,búkbuk,bukbuk
5304,búkdu,bukdu
5305,búkgay,bukgay
5306,búkhad,bukhad
5308,bukháyuq,bukhayu
5309,bukí,buki
5310,búkiq,buki
5312,búkid,bukid
5314,hunaqhúnaq,hunahuna
5315,pabukíd,pabukid
5316,bukirán,bukiran
5317,kabukíran,kabukiran
5318,kabukídan,kabukidan
5319,kabukílan,kabukilan
5320,tagabúkid,tagabukid
5321,bukirún,bukirun
5322,bukídnun,bukidnun
5323,bukíqkiq,bukiki
5324,bukílya,bukilya
5325,bukíŋ,buking
5327,bukíŋgan,bukinggan
5328,bukískis,bukiskis
5329,bukískis,bukiskis
5330,bukiskisún,bukiskisun
5331,bukisyunál,bukisyunal
5332,bukítkit,bukitkit
5333,bukítlaq,bukitla
5334,búklad,buklad
5335,tiŋpamúklad,tingpamuklad
5336,búklad,buklad
5337,tagabúklad,tagabuklad
5338,búklas,buklas
5339,búklat,buklat
5340,búkni,bukni
5341,búknul,buknul
5342,buksidúr,buksidur
5343,búksiŋ,buksing
5344,buksiyadúr,buksiyadur
5345,búktu,buktu
5346,búktun,buktun
5347,binuktunán,binuktunan
5348,búktut,buktut
5349,bukú,buku
5350,bukú,buku
5351,bukubukú,bukubuku
5352,bukubár,bukubar
5353,bukuqbúkuq,bukubuku
5354,búkud,bukud
5355,bukúg,bukug
5357,kabubútqun,kabubut-un
5361,himukúg,himukug
5362,kabukugán,kabukugan
5363,bukúl,bukul
5364,búkul,bukul
5365,bukulbukúl,bukulbukul
5366,pamukúl,pamukul
5367,búkuŋ,bukung
5368,búkuŋ,bukung
5369,pamúkuŋ,pamukung
5370,bukút,bukut
5371,búkut,bukut
5372,búkwas,bukwas
5373,búkway,bukway
5374,búkya,bukya
5375,bukyaqbúkyaq,bukyabukya
5376,búl,bul
5377,búla,bula
5379,bulabúla,bulabula
5380,bulándur,bulandur
5381,búla,bula
5382,búlada,bulada
5383,bulándur,bulandur
5384,búla,bula
5385,búlada,bulada
5386,búla,bula
5387,buláq,bula
5389,búlqa,bul-a
5390,bulábid,bulabid
5391,bulábuŋ,bulabung
5392,bulád,bulad
5393,bínlad,binlad
5394,binulád,binulad
5395,buláda,bulada
5396,buláda,bulada
5397,buladúr,buladur
5398,bulág,bulag
5399,búlag,bulag
5400,hamulág,hamulag
5401,himulág,himulag
5402,bulagáw,bulagaw
5403,bulágsak,bulagsak
5404,buláhan,bulahan
5405,kabuláhanan,kabulahanan
5406,buláhan,bulahan
5407,bulahúg,bulahug
5408,búlak,bulak
5409,kabúlak,kabulak
5410,bulakbúlak,bulakbulak
5411,kabulakáy,kabulakay
5412,bulakán,bulakan
5413,himulák,himulak
5414,kabúlakan,kabulakan
5415,mabúlakun,mabulakun
5416,tiŋpamúlak,tingpamulak
5417,bulákaw,bulakaw
5418,bulákbul,bulakbul
5419,bulalakáw,bulalakaw
5420,bulalákaw,bulalakaw
5421,bulálhug,bulalhug
5422,bulálu,bulalu
5423,buláluq,bulalu
5424,buláluq,bulalu
5425,buláluŋ,bulalung
5426,búlan,bulan
5427,bulán,bulan
5428,pabulán,pabulan
5429,binulán,binulan
5430,binulanán,binulanan
5431,búlanun,bulanun
5432,bulanbúlan,bulanbulan
5433,búlqan,bul-an
5434,bulándus,bulandus
5435,búlaŋ,bulang
5436,buláŋ,bulang
5437,pamúlaŋ,pamulang
5438,bulaŋán,bulangan
5439,qigbubuláŋ,igbubulang
5440,qigbululáŋ,igbululang
5441,búlaŋ,bulang
5442,buláŋhug,bulanghug
5443,buláŋhuy,bulanghuy
5444,buláŋlaŋ,bulanglang
5445,buláŋsud,bulangsud
5446,bulanít,bulanit
5447,bulánit,bulanit
5448,bulánsud,bulansud
5449,bulánti,bulanti
5451,bulántiŋ,bulanting
5452,bulántis,bulantis
5454,bularát,bularat
5455,búlas,bulas
5456,himúlas,himulas
5457,paŋhimúlas,panghimulas
5458,bulásut,bulasut
5459,bulátik,bulatik
5460,bulatsíra,bulatsira
5461,bulatsíru,bulatsiru
5462,bulaqús,bulaus
5463,buláqus,bulaus
5464,binulaqús,binulaus
5465,buláw,bulaw
5466,buláwan,bulawan
5467,pamuláwan,pamulawan
5468,bulawánun,bulawanun
5469,buláwis,bulawis
5470,buláy,bulay
5471,buláyqug,bulay-ug
5472,búlbug,bulbug
5473,búlbul,bulbul
5474,himúlbul,himulbul
5476,búldu,buldu
5477,búldug,buldug
5478,buldúsir,buldusir
5479,búldyak,buldyak
5480,búlgan,bulgan
5481,búlgar,bulgar
5482,búlgar,bulgar
5483,búlhaŋ,bulhang
5484,búlhay,bulhay
5485,búlhug,bulhug
5486,búlhun,bulhun
5487,búlhut,bulhut
5488,Búlhut!,bulhut!
5489,pabúlhut,pabulhut
5490,bulhutáy,bulhutay
5491,bulí,buli
5492,bulíq,buli
5495,buliqbulíq,bulibuli
5496,bulibárd,bulibard
5497,bulíbud,bulibud
5498,bulibúl,bulibul
5499,bulíbul,bulibul
5500,bulíbuy,bulibuy
5501,bulíbuyan,bulibuyan
5502,búlig,bulig
5503,kabúlig,kabulig
5504,búlig,bulig
5505,paŋhimúlig,panghimulig
5506,himúlig,himulig
5507,bulíkat,bulikat
5508,bulílis,bulilis
5509,bulilít,bulilit
5510,bulílyus,bulilyus
5511,bulimánu,bulimanu
5512,bulináw,bulinaw
5514,bulíŋ,buling
5515,buliŋún,bulingun
5516,buliŋít,bulingit
5517,buliŋút,bulingut
5518,búliŋ,buling
5519,buliŋán,bulingan
5520,buliŋá,bulinga
5521,bulíŋgit,bulinggit
5522,buliŋít,bulingit
5523,buliŋút,bulingut
5524,buliníyu,buliniyu
5525,bulíntaŋ,bulintang
5526,bulíraw,buliraw
5527,bulíriŋ,buliring
5528,bulíru,buliru
5529,búlis,bulis
5530,bulískad,buliskad
5531,búlit,bulit
5532,bulít,bulit
5533,búlit,bulit
5534,bulítas,bulitas
5535,bulitík,bulitik
5536,bulitín,bulitin
5539,bulítsi,bulitsi
5540,bulíyus,buliyus
5541,búlkan,bulkan
5542,búlkas,bulkas
5543,búlpin,bulpin
5544,búlsa,bulsa
5546,bulsáhan,bulsahan
5547,búlsqay,buls-ay
5548,bulsíta,bulsita
5549,bult,bult
5551,bultáhi,bultahi
5552,bultimítru,bultimitru
5553,búltu,bultu
5554,binúltu,binultu
